Screener Defender,Season,Picks,Picks Per 100 Possessions,Possessions,Points Per Chance,Possessions (Total),SSI Player ID
Jaren Jackson Jr.,2019-20,55,1.585,51,0.941,3469,9b2369c7-8445-48db-9fb5-99c10ec4b942
Tristan Thompson,2020-21,55,1.869,54,1.037,2943,ff41f1fa-89ef-11e6-a048-a45e60e298d3
Myles Turner,2016-17,55,1.043,52,0.788,5273,ff41bc78-89ef-11e6-a5bf-a45e60e298d3
Andre Drummond,2021-22,55,1.790,52,1.077,3072,ff415268-89ef-11e6-a137-a45e60e298d3
Stanley Johnson,2021-22,55,2.444,52,1.038,2250,ff428a2b-89ef-11e6-9208-a45e60e298d3
Precious Achiuwa,2020-21,55,3.578,53,0.868,1537,acdc968b-e5a7-4251-9fb6-d54204d6fdd2
Aron Baynes,2017-18,55,1.557,52,0.942,3533,ff413e73-89ef-11e6-a5df-a45e60e298d3
James Harden,2019-20,55,0.893,47,0.979,6161,ff42a0d4-89ef-11e6-9944-a45e60e298d3
Marc Gasol,2017-18,55,1.216,51,1.059,4522,ff420730-89ef-11e6-bafd-a45e60e298d3
LaMarcus Aldridge,2021-22,55,2.544,50,1.040,2162,ff4291dc-89ef-11e6-8416-a45e60e298d3
Alex Len,2015-16,54,1.464,54,0.833,3688,ff42c0ee-89ef-11e6-b9df-a45e60e298d3
Nemanja Bjelica,2021-22,54,2.089,50,1.120,2585,ff4248a8-89ef-11e6-9a62-a45e60e298d3
Bruno Fernando,2019-20,54,3.614,50,1.040,1494,3faa3c12-2b75-4d8b-b0dc-bc6906b6b367
Bismack Biyombo,2017-18,54,1.805,52,1.038,2991,ff401757-89ef-11e6-994b-a45e60e298d3
Kelly Olynyk,2016-17,54,1.440,53,1.185,3750,ff426326-89ef-11e6-a607-a45e60e298d3
Nerlens Noel,2020-21,53,1.636,51,0.843,3240,ff41260a-89ef-11e6-a369-a45e60e298d3
Thaddeus Young,2014-15,53,1.044,50,0.720,5077,ff42dffd-89ef-11e6-a58a-a45e60e298d3
Kevin Love,2015-16,53,0.919,52,0.865,5770,ff42aecf-89ef-11e6-8cb8-a45e60e298d3
Nikola Jokic,2020-21,53,0.934,49,0.959,5676,ff41306e-89ef-11e6-8903-a45e60e298d3
Willy Hernangomez,2018-19,53,3.131,48,1.163,1693,cc8b058c-1df3-4fb6-9c8c-69bfbcdb9c6d
Kyle Kuzma,2021-22,53,1.187,49,1.306,4465,e769f2fb-9f7d-4982-b4ee-e77cc9aeccea
Tyson Chandler,2015-16,53,1.628,51,1.059,3255,ff41601e-89ef-11e6-a4cc-a45e60e298d3
Kyle Kuzma,2018-19,53,1.069,46,0.739,4957,e769f2fb-9f7d-4982-b4ee-e77cc9aeccea
JaMychal Green,2016-17,52,1.228,47,0.702,4233,ff42e921-89ef-11e6-a705-a45e60e298d3
Naz Reid,2021-22,52,1.914,47,0.729,2717,6c971d53-3cd2-452e-af3e-bef339ad3929
John Collins,2020-21,52,1.053,48,1.042,4936,b4c77ef1-d34b-4911-9114-1f7e0f3aca68
Willy Hernangomez,2016-17,52,1.960,50,1.100,2653,cc8b058c-1df3-4fb6-9c8c-69bfbcdb9c6d
Clint Capela,2020-21,52,1.037,48,0.979,5016,ff414a2b-89ef-11e6-a46a-a45e60e298d3
Goga Bitadze,2021-22,52,3.509,51,0.863,1482,f1a41179-981f-4475-9efe-52c4d8071d8f
Serge Ibaka,2016-17,52,0.973,50,0.740,5346,ff41e09c-89ef-11e6-a26f-a45e60e298d3
Joel Embiid,2021-22,51,0.966,49,0.878,5281,ff42281e-89ef-11e6-8097-a45e60e298d3
Nikola Jokic,2015-16,51,1.500,51,1.137,3399,ff41306e-89ef-11e6-8903-a45e60e298d3
Dario Saric,2017-18,51,0.968,49,0.796,5269,2012cb09-52c9-4f61-a273-f1b86a12b9ef
Pau Gasol,2017-18,51,1.365,49,0.980,3735,ff4292c5-89ef-11e6-9469-a45e60e298d3
Daniel Theis,2019-20,51,1.229,48,0.792,4150,64c01255-432f-4e9b-a475-6f8c38e8e882
Enes Freedom,2016-17,51,1.635,49,1.102,3119,ff41d597-89ef-11e6-99f9-a45e60e298d3
Jarrett Allen,2019-20,51,1.238,45,1.333,4118,330616b8-1619-4685-93e8-26ce79ee94df
Myles Turner,2017-18,51,1.315,48,1.250,3877,ff41bc78-89ef-11e6-a5bf-a45e60e298d3
James Wiseman,2020-21,51,2.824,48,1.042,1806,88639446-d11c-449f-99ea-0f9ec257d48b
Domantas Sabonis,2018-19,51,1.308,46,0.696,3900,800c3b36-c941-4605-ae99-9ce2b60edbdf
Serge Ibaka,2017-18,50,1.048,45,1.133,4769,ff41e09c-89ef-11e6-a26f-a45e60e298d3
Bobby Portis,2019-20,50,1.763,47,0.809,2836,ff41f651-89ef-11e6-95ed-a45e60e298d3
Maxi Kleber,2019-20,50,1.163,45,0.933,4298,d6b3074b-83cc-4284-a649-8c9459d88626
Larry Nance Jr.,2016-17,50,1.705,42,1.024,2932,ff410bab-89ef-11e6-856b-a45e60e298d3
Jaxson Hayes,2021-22,50,1.632,43,0.814,3063,21156095-81be-4153-84f8-e93977e50b51
John Collins,2019-20,49,1.682,46,1.152,2914,b4c77ef1-d34b-4911-9114-1f7e0f3aca68
Amar'e Stoudemire,2013-14,49,1.843,46,0.913,2658,ff4145b8-89ef-11e6-88ee-a45e60e298d3
Kyle O'Quinn,2016-17,49,2.036,45,1.178,2407,ff41bd54-89ef-11e6-a862-a45e60e298d3
Marquese Chriss,2016-17,49,1.383,47,1.149,3544,9508237c-85e2-4121-b4da-f11687f79fdf
Larry Nance Jr.,2018-19,49,1.374,45,0.956,3567,ff410bab-89ef-11e6-856b-a45e60e298d3
Cristiano Felicio,2017-18,49,2.508,44,1.356,1954,ff410d63-89ef-11e6-9df8-a45e60e298d3
Thaddeus Young,2021-22,49,2.609,46,0.913,1878,ff42dffd-89ef-11e6-a58a-a45e60e298d3
Danilo Gallinari,2018-19,49,1.059,45,0.870,4628,ff41b782-89ef-11e6-a39f-a45e60e298d3
Grant Williams,2020-21,49,2.003,48,1.354,2446,561048bb-c412-4d8b-a0bc-27d250a1a431
Ben Simmons,2018-19,49,0.749,46,0.826,6544,39109a9f-6683-4aab-984e-34e0bbf6309b
Nikola Vucevic,2017-18,49,1.410,44,1.045,3475,ff4220dc-89ef-11e6-83c6-a45e60e298d3
Onyeka Okongwu,2021-22,49,2.133,45,1.067,2297,33d4de56-c864-4043-857f-8cd9a2074698
James Harden,2018-19,49,0.740,46,0.674,6619,ff42a0d4-89ef-11e6-9944-a45e60e298d3
Robin Lopez,2017-18,48,1.411,44,0.841,3401,ff425eb3-89ef-11e6-9fb5-a45e60e298d3
Ryan Anderson,2016-17,48,0.964,46,0.739,4980,ff418d17-89ef-11e6-95e4-a45e60e298d3
Bobby Portis,2017-18,48,1.438,45,1.422,3338,ff41f651-89ef-11e6-95ed-a45e60e298d3
Al Horford,2015-16,48,0.808,46,0.783,5943,ff427c2e-89ef-11e6-8d2a-a45e60e298d3
Anthony Gill,2021-22,48,5.112,45,0.911,939,a7c0bf5b-a8d5-4d45-b433-c27e935e9147
Channing Frye,2016-17,48,1.559,47,0.915,3079,ff402140-89ef-11e6-aa13-a45e60e298d3
Anthony Davis,2018-19,48,1.216,43,0.837,3948,ff41df59-89ef-11e6-810a-a45e60e298d3
Kristaps Porzingis,2019-20,48,1.232,47,1.106,3896,ff419e8c-89ef-11e6-826f-a45e60e298d3
Jonas Valanciunas,2017-18,48,1.216,48,1.021,3946,ff429666-89ef-11e6-a005-a45e60e298d3
Serge Ibaka,2014-15,48,1.153,43,0.651,4164,ff41e09c-89ef-11e6-a26f-a45e60e298d3
Donatas Motiejunas,2014-15,48,1.215,47,1.128,3951,ff41d763-89ef-11e6-8b59-a45e60e298d3
Nikola Vucevic,2016-17,48,1.104,47,0.957,4347,ff4220dc-89ef-11e6-83c6-a45e60e298d3
Willie Cauley-Stein,2016-17,48,1.719,46,0.804,2793,ff402fd4-89ef-11e6-b6dd-a45e60e298d3
Harry Giles III,2018-19,48,2.706,47,1.043,1774,4dc725ee-6e90-4de6-9b28-6e6e1089a133
Domantas Sabonis,2021-22,48,1.119,45,1.156,4289,800c3b36-c941-4605-ae99-9ce2b60edbdf
Marcus Smart,2021-22,48,0.777,46,0.739,6181,ff411907-89ef-11e6-9c68-a45e60e298d3
Joakim Noah,2013-14,47,0.854,42,0.977,5501,ff42bcf5-89ef-11e6-afa7-a45e60e298d3
Alex Len,2016-17,47,1.476,43,0.977,3185,ff42c0ee-89ef-11e6-b9df-a45e60e298d3
Moritz Wagner,2021-22,47,2.374,46,1.196,1980,fd8066cd-cf0f-428f-b5fa-00d6f695ef15
Ryan Anderson,2014-15,47,1.398,46,0.804,3361,ff418d17-89ef-11e6-95e4-a45e60e298d3
Thomas Robinson,2016-17,47,4.181,46,0.848,1124,ff4223ab-89ef-11e6-8980-a45e60e298d3
Darius Bazley,2021-22,47,1.181,43,0.884,3980,391ec046-79ae-4aed-beb6-e86591ca9736
Kristaps Porzingis,2016-17,47,1.093,44,0.659,4301,ff419e8c-89ef-11e6-826f-a45e60e298d3
Derrick Favors,2017-18,47,1.002,44,1.023,4692,ff4036a1-89ef-11e6-a631-a45e60e298d3
Tarik Black,2016-17,46,2.075,44,1.114,2217,ff414c70-89ef-11e6-80db-a45e60e298d3
Marvin Bagley III,2020-21,46,1.993,45,1.156,2308,4741eab0-ea4a-4b05-be5b-1739cb2610bd
Willie Cauley-Stein,2017-18,46,1.145,45,0.689,4019,ff402fd4-89ef-11e6-b6dd-a45e60e298d3
Eric Paschall,2020-21,46,3.157,40,1.025,1457,b3952f61-6f6e-4e7c-8c36-98de98e9a1a8
Pascal Siakam,2018-19,46,0.658,43,0.814,6993,3ebb6711-5a0a-4810-922a-9ac3826ad193
Rui Hachimura,2019-20,46,1.504,43,1.000,3059,19a6d456-3151-4f63-a78c-47054b5f82ca
Brook Lopez,2016-17,46,0.992,43,1.186,4638,ff423f0c-89ef-11e6-99c1-a45e60e298d3
Robin Lopez,2016-17,45,0.949,42,0.690,4741,ff425eb3-89ef-11e6-9fb5-a45e60e298d3
Marquese Chriss,2018-19,45,4.500,42,1.214,1000,9508237c-85e2-4121-b4da-f11687f79fdf
Dwight Howard,2021-22,45,2.257,42,0.651,1994,ff418bd7-89ef-11e6-9e3d-a45e60e298d3
Ekpe Udoh,2017-18,45,2.786,42,1.143,1615,ff4166f5-89ef-11e6-8268-a45e60e298d3
Damian Jones,2020-21,45,3.958,43,1.163,1137,ff42a38f-89ef-11e6-bb34-a45e60e298d3
Robert Covington,2019-20,45,0.850,44,1.068,5294,ff416430-89ef-11e6-88da-a45e60e298d3
Isaiah Jackson,2021-22,45,3.996,40,1.000,1126,dbac1fb3-2b81-4a7c-b10d-de5095854698
Marreese Speights,2016-17,45,1.664,43,0.977,2705,ff42334c-89ef-11e6-86f9-a45e60e298d3
Chris Boucher,2020-21,44,1.485,41,0.805,2963,ee397b51-3454-43fb-86a7-fef6aca86633
Andrew Bogut,2015-16,44,1.187,43,0.814,3706,ff421e2b-89ef-11e6-a705-a45e60e298d3
Gorgui Dieng,2020-21,44,3.790,42,1.000,1161,ff42d4e6-89ef-11e6-b14e-a45e60e298d3
Myles Turner,2019-20,44,1.104,43,0.581,3985,ff41bc78-89ef-11e6-a5bf-a45e60e298d3
Mike Muscala,2018-19,44,1.596,42,1.000,2757,ff421b63-89ef-11e6-8715-a45e60e298d3
Thaddeus Young,2013-14,44,0.804,40,1.200,5470,ff42dffd-89ef-11e6-a58a-a45e60e298d3
Paul Millsap,2018-19,44,0.932,40,0.800,4722,ff415538-89ef-11e6-9b07-a45e60e298d3
Kristaps Porzingis,2020-21,43,1.381,41,1.122,3114,ff419e8c-89ef-11e6-826f-a45e60e298d3
Jakob Poeltl,2020-21,43,1.122,41,0.756,3833,ca6b7e96-9060-4d5a-8bef-1a8b6ab230ec
Dwight Howard,2014-15,43,1.217,38,0.658,3532,ff418bd7-89ef-11e6-9e3d-a45e60e298d3
Dwight Powell,2020-21,43,2.103,39,0.513,2045,ff41d302-89ef-11e6-b0a0-a45e60e298d3
Julius Randle,2018-19,43,0.906,38,1.342,4746,ff42e1d4-89ef-11e6-9502-a45e60e298d3
Pascal Siakam,2019-20,43,0.818,42,0.738,5259,3ebb6711-5a0a-4810-922a-9ac3826ad193
Nikola Jokic,2016-17,43,1.054,42,0.881,4078,ff41306e-89ef-11e6-8903-a45e60e298d3
Henry Sims,2014-15,43,1.559,38,0.684,2759,ff41a97a-89ef-11e6-ae5c-a45e60e298d3
Daniel Theis,2018-19,43,2.166,43,0.767,1985,64c01255-432f-4e9b-a475-6f8c38e8e882
DeMarcus Cousins,2015-16,43,0.928,42,0.571,4635,ff41c6d1-89ef-11e6-a1ca-a45e60e298d3
Usman Garuba,2021-22,43,8.515,39,0.974,505,e8ee9ee7-a53f-498b-984f-07daec3bb019
LeBron James,2018-19,43,1.044,40,0.925,4119,ff41e9f0-89ef-11e6-87b7-a45e60e298d3
Mike Scott,2018-19,43,1.276,41,1.098,3371,ff4161eb-89ef-11e6-a423-a45e60e298d3
Nicolas Batum,2021-22,42,1.354,38,0.605,3101,ff4239f0-89ef-11e6-a24c-a45e60e298d3
Scottie Barnes,2021-22,42,0.770,37,1.158,5454,38a66c7d-ba47-4e61-b7d5-8a6cc4bc05d2
Dragan Bender,2017-18,42,0.992,40,0.854,4232,89622f6d-3c47-450e-b072-d45620326c80
Mason Plumlee,2016-17,42,0.977,40,0.700,4297,ff42c76e-89ef-11e6-a19d-a45e60e298d3
Jerami Grant,2018-19,42,0.710,40,1.075,5912,ff41d0d1-89ef-11e6-aad4-a45e60e298d3
Giannis Antetokounmpo,2019-20,42,0.895,38,0.684,4691,ff423b75-89ef-11e6-a507-a45e60e298d3
O.G. Anunoby,2019-20,42,0.824,38,1.105,5100,4603eded-4510-46ea-bd45-33456d037024
Taj Gibson,2013-14,42,0.920,40,0.900,4563,ff42877a-89ef-11e6-a6cd-a45e60e298d3
Markieff Morris,2018-19,42,1.509,40,0.750,2783,ff41cb11-89ef-11e6-8285-a45e60e298d3
Robert Covington,2020-21,42,0.834,40,0.750,5035,ff416430-89ef-11e6-88da-a45e60e298d3
  Nene,2015-16,42,1.876,39,0.897,2239,ff4295ee-89ef-11e6-8d6a-a45e60e298d3
Lauri Markkanen,2018-19,42,1.250,41,1.000,3360,1133f87b-a68a-4342-ac9f-440393984814
Domantas Sabonis,2020-21,42,0.871,39,0.692,4821,800c3b36-c941-4605-ae99-9ce2b60edbdf
Jarred Vanderbilt,2021-22,41,0.971,40,0.675,4223,fabe358f-a11c-417f-9ab8-e86e2de29a40
Markieff Morris,2016-17,41,0.741,39,1.077,5531,ff41cb11-89ef-11e6-8285-a45e60e298d3
Derrick Jones Jr.,2021-22,41,2.070,39,0.872,1981,0511e7cf-e543-4547-aa9d-1c80e0ec3ad8
Willie Cauley-Stein,2015-16,41,1.432,39,0.769,2864,ff402fd4-89ef-11e6-b6dd-a45e60e298d3
Kenneth Faried,2013-14,41,0.942,37,1.108,4353,ff413559-89ef-11e6-9991-a45e60e298d3
Paul Millsap,2016-17,41,0.798,40,1.075,5139,ff415538-89ef-11e6-9b07-a45e60e298d3
Jusuf Nurkic,2014-15,41,1.865,36,0.778,2198,ff42622b-89ef-11e6-9088-a45e60e298d3
Deandre Ayton,2019-20,41,1.590,38,1.289,2578,cc834b28-2371-40e2-a29e-68e58259ed63
Rudy Gobert,2021-22,41,0.887,37,0.973,4620,ff42a142-89ef-11e6-8c3b-a45e60e298d3
Quincy Acy,2016-17,41,3.644,39,0.872,1125,ff429f6b-89ef-11e6-86ae-a45e60e298d3
Andray Blatche,2013-14,41,1.250,35,1.086,3279,ff41728f-89ef-11e6-a77b-a45e60e298d3
Kosta Koufos,2017-18,40,1.481,34,0.824,2700,ff41fdee-89ef-11e6-855b-a45e60e298d3
Gorgui Dieng,2016-17,40,0.772,38,1.105,5179,ff42d4e6-89ef-11e6-b14e-a45e60e298d3
Dario Saric,2020-21,40,1.956,37,0.973,2045,2012cb09-52c9-4f61-a273-f1b86a12b9ef
Kyle Kuzma,2017-18,40,0.807,39,0.821,4956,e769f2fb-9f7d-4982-b4ee-e77cc9aeccea
Harrison Barnes,2014-15,40,0.658,39,0.718,6079,ff42689e-89ef-11e6-ba3e-a45e60e298d3
Deandre Ayton,2021-22,40,0.933,38,0.895,4285,cc834b28-2371-40e2-a29e-68e58259ed63
Richaun Holmes,2016-17,40,1.625,38,0.789,2461,ff4271de-89ef-11e6-83dc-a45e60e298d3
Kevin Durant,2016-17,40,0.739,37,0.973,5415,ff42cfdc-89ef-11e6-8347-a45e60e298d3
DeMarcus Cousins,2016-17,39,0.811,38,0.974,4809,ff41c6d1-89ef-11e6-a1ca-a45e60e298d3
Omari Spellman,2019-20,39,2.141,36,1.056,1822,483e3c2f-a503-4d04-9943-14996ac85f0d
Meyers Leonard,2016-17,39,1.558,37,0.946,2504,ff416f5c-89ef-11e6-9530-a45e60e298d3
Rui Hachimura,2021-22,39,2.062,34,1.147,1891,19a6d456-3151-4f63-a78c-47054b5f82ca
Montrezl Harrell,2020-21,39,1.178,37,0.973,3312,ff42b4e8-89ef-11e6-a75d-a45e60e298d3
Al-Farouq Aminu,2016-17,39,1.034,34,0.618,3773,ff41c24a-89ef-11e6-9d40-a45e60e298d3
Richaun Holmes,2017-18,39,2.511,38,1.184,1553,ff4271de-89ef-11e6-83dc-a45e60e298d3
JaMychal Green,2019-20,39,1.212,38,1.000,3217,ff42e921-89ef-11e6-a705-a45e60e298d3
Bam Adebayo,2018-19,39,1.009,37,0.811,3866,61fc6b15-5ce2-4613-a67b-f15bada3aa57
Nikola Jokic,2021-22,39,0.724,37,0.892,5386,ff41306e-89ef-11e6-8903-a45e60e298d3
D.J. Wilson,2020-21,39,4.382,35,1.229,890,8a7dd03d-8124-4597-9829-fd83b6c9690e
David Lee,2016-17,39,1.156,37,1.000,3375,ff41bc0a-89ef-11e6-8b1d-a45e60e298d3
Steven Adams,2020-21,38,1.168,37,1.243,3253,ff420623-89ef-11e6-9b37-a45e60e298d3
Andre Drummond,2019-20,38,1.021,38,1.079,3722,ff415268-89ef-11e6-a137-a45e60e298d3
Jusuf Nurkic,2017-18,38,0.911,36,0.917,4169,ff42622b-89ef-11e6-9088-a45e60e298d3
Josh Smith,2015-16,38,2.040,37,0.676,1863,ff422528-89ef-11e6-814b-a45e60e298d3
Willie Cauley-Stein,2020-21,38,1.948,36,0.750,1951,ff402fd4-89ef-11e6-b6dd-a45e60e298d3
Al Horford,2019-20,38,0.860,36,1.222,4420,ff427c2e-89ef-11e6-8d2a-a45e60e298d3
James Harden,2020-21,38,0.974,36,0.972,3901,ff42a0d4-89ef-11e6-9944-a45e60e298d3
Luke Kornet,2018-19,38,2.456,34,0.853,1547,b398ebec-fd8f-4809-825b-5cacd8742ac5
Reggie Perry,2020-21,38,7.851,37,0.784,484,dae33758-ea18-4ce7-b0c1-f84c9954d9ad
Brandon Bass,2014-15,38,0.946,36,0.889,4018,ff402a33-89ef-11e6-9162-a45e60e298d3
James Michael McAdoo,2016-17,38,3.661,34,0.441,1038,ff42af4a-89ef-11e6-8748-a45e60e298d3
Jon Leuer,2016-17,38,0.995,36,1.250,3821,ff414ec7-89ef-11e6-9e51-a45e60e298d3
Tobias Harris,2018-19,38,0.560,37,1.297,6790,ff42df0c-89ef-11e6-b53b-a45e60e298d3
Myles Turner,2020-21,38,1.268,34,0.706,2998,ff41bc78-89ef-11e6-a5bf-a45e60e298d3
Joakim Noah,2016-17,38,1.887,37,0.838,2014,ff42bcf5-89ef-11e6-afa7-a45e60e298d3
Kevin Love,2016-17,38,0.773,35,0.857,4917,ff42aecf-89ef-11e6-8cb8-a45e60e298d3
Tyson Chandler,2016-17,38,1.515,37,1.000,2508,ff41601e-89ef-11e6-a4cc-a45e60e298d3
Kendrick Perkins,2013-14,37,1.206,33,0.697,3067,ff427f26-89ef-11e6-949e-a45e60e298d3
Mike Scott,2017-18,37,1.203,36,1.028,3075,ff4161eb-89ef-11e6-a423-a45e60e298d3
Daniel Theis,2020-21,37,1.146,33,1.030,3230,64c01255-432f-4e9b-a475-6f8c38e8e882
Daniel Theis,2017-18,37,2.144,35,0.943,1726,64c01255-432f-4e9b-a475-6f8c38e8e882
Daniel Gafford,2021-22,37,1.264,37,1.054,2928,d43adb9a-00c2-4720-b256-54b9ef1a890e
LaMarcus Aldridge,2015-16,37,0.739,37,0.730,5004,ff4291dc-89ef-11e6-8416-a45e60e298d3
Tobias Harris,2021-22,37,0.625,34,0.941,5920,ff42df0c-89ef-11e6-b53b-a45e60e298d3
JaVale McGee,2016-17,37,1.969,37,1.162,1879,ff41d4eb-89ef-11e6-8055-a45e60e298d3
Chimezie Metu,2020-21,37,3.642,34,1.206,1016,70bb58da-e725-48f6-a026-a953f4824b2d
Kenneth Faried,2016-17,37,1.421,34,0.971,2603,ff413559-89ef-11e6-9991-a45e60e298d3
Andre Drummond,2016-17,36,0.766,32,0.625,4702,ff415268-89ef-11e6-a137-a45e60e298d3
Timofey Mozgov,2014-15,36,0.724,31,0.871,4971,ff41d8a1-89ef-11e6-a2c8-a45e60e298d3
Gorgui Dieng,2018-19,36,1.670,34,1.088,2156,ff42d4e6-89ef-11e6-b14e-a45e60e298d3
Chris Bosh,2013-14,36,0.610,29,0.586,5901,ff41dff8-89ef-11e6-a60d-a45e60e298d3
LaMarcus Aldridge,2017-18,36,0.694,31,0.839,5188,ff4291dc-89ef-11e6-8416-a45e60e298d3
Nerlens Noel,2015-16,36,0.910,34,0.941,3954,ff41260a-89ef-11e6-a369-a45e60e298d3
LaMarcus Aldridge,2019-20,35,0.997,30,0.933,3511,ff4291dc-89ef-11e6-8416-a45e60e298d3
Frank Kaminsky,2018-19,35,2.304,33,0.970,1519,ff403042-89ef-11e6-b2e2-a45e60e298d3
Frank Kaminsky,2019-20,35,2.215,32,0.906,1580,ff403042-89ef-11e6-b2e2-a45e60e298d3
Andre Drummond,2020-21,35,1.274,29,0.793,2747,ff415268-89ef-11e6-a137-a45e60e298d3
Anderson Varejao,2013-14,35,1.043,32,0.750,3356,ff411e8a-89ef-11e6-9a8f-a45e60e298d3
Jarrett Allen,2020-21,35,0.926,34,1.118,3781,330616b8-1619-4685-93e8-26ce79ee94df
Jaylen Brown,2021-22,35,0.558,31,0.774,6278,a6904c1c-0dc5-41c8-a618-b3a276131726
JaVale McGee,2019-20,35,1.330,34,0.824,2631,ff41d4eb-89ef-11e6-8055-a45e60e298d3
Kris Humphries,2013-14,34,1.313,31,1.097,2590,ff41b014-89ef-11e6-b808-a45e60e298d3
Pascal Siakam,2021-22,34,0.610,29,1.241,5577,3ebb6711-5a0a-4810-922a-9ac3826ad193
Kenneth Faried,2015-16,34,1.017,32,1.094,3344,ff413559-89ef-11e6-9991-a45e60e298d3
Steven Adams,2014-15,34,0.987,33,0.818,3446,ff420623-89ef-11e6-9b37-a45e60e298d3
Wenyen Gabriel,2021-22,34,4.677,29,0.833,727,dc8bf4b7-3703-4655-b3da-f6d4c79ddd5b
Kyle O'Quinn,2017-18,34,1.263,28,1.036,2691,ff41bd54-89ef-11e6-a862-a45e60e298d3
Jaylen Hoard,2020-21,34,5.067,30,1.067,671,bfa95b5b-749f-4c3e-bf9b-5e19f59e176f
Anderson Varejao,2015-16,34,2.934,32,1.000,1159,ff411e8a-89ef-11e6-9a8f-a45e60e298d3
Gorgui Dieng,2015-16,34,0.782,34,0.941,4349,ff42d4e6-89ef-11e6-b14e-a45e60e298d3
Aron Baynes,2019-20,34,1.765,33,1.303,1926,ff413e73-89ef-11e6-a5df-a45e60e298d3
Tim Duncan,2015-16,34,1.013,34,0.676,3358,ff42a05c-89ef-11e6-a675-a45e60e298d3
Jusuf Nurkic,2016-17,34,1.208,32,1.125,2814,ff42622b-89ef-11e6-9088-a45e60e298d3
Marcin Gortat,2015-16,34,0.745,31,0.935,4563,ff4206b0-89ef-11e6-a91d-a45e60e298d3
Robert Covington,2021-22,34,0.838,32,1.438,4059,ff416430-89ef-11e6-88da-a45e60e298d3
Karl-Anthony Towns,2015-16,34,0.653,32,0.969,5208,ff417a73-89ef-11e6-a33e-a45e60e298d3
Day'Ron Sharpe,2021-22,34,4.320,32,0.813,787,1fbdfdd0-4d72-44c8-b43e-36b0245a734c
Dario Saric,2016-17,34,0.780,32,0.719,4360,2012cb09-52c9-4f61-a273-f1b86a12b9ef
DeMarcus Cousins,2020-21,34,2.132,33,0.879,1595,ff41c6d1-89ef-11e6-a1ca-a45e60e298d3
Tristan Thompson,2019-20,34,0.967,31,1.065,3515,ff41f1fa-89ef-11e6-a048-a45e60e298d3
Dwight Powell,2019-20,34,1.631,32,1.094,2085,ff41d302-89ef-11e6-b0a0-a45e60e298d3
Draymond Green,2019-20,33,1.282,33,1.303,2575,ff41a38c-89ef-11e6-b14d-a45e60e298d3
Kenneth Faried,2017-18,33,3.802,29,1.138,868,ff413559-89ef-11e6-9991-a45e60e298d3
Zeke Nnaji,2021-22,33,2.335,29,0.828,1413,626d8473-63d3-42b6-b234-b45b91cdfe75
LaMarcus Aldridge,2018-19,33,0.560,31,0.742,5896,ff4291dc-89ef-11e6-8416-a45e60e298d3
Greg Monroe,2016-17,33,0.859,32,1.000,3840,ff4279b8-89ef-11e6-9faa-a45e60e298d3
Bam Adebayo,2017-18,33,1.176,32,0.938,2805,61fc6b15-5ce2-4613-a67b-f15bada3aa57
Myles Turner,2021-22,33,1.335,29,0.586,2472,ff41bc78-89ef-11e6-a5bf-a45e60e298d3
Trevor Booker,2016-17,33,0.913,32,1.469,3614,ff4277c5-89ef-11e6-926b-a45e60e298d3
Pau Gasol,2015-16,33,0.727,32,0.875,4541,ff4292c5-89ef-11e6-9469-a45e60e298d3
Kristaps Porzingis,2021-22,33,1.122,30,1.100,2940,ff419e8c-89ef-11e6-826f-a45e60e298d3
Bismack Biyombo,2015-16,33,0.758,29,1.172,4354,ff401757-89ef-11e6-994b-a45e60e298d3
LeBron James,2017-18,33,0.419,31,0.806,7882,ff41e9f0-89ef-11e6-87b7-a45e60e298d3
Jakob Poeltl,2018-19,33,1.117,30,0.667,2955,ca6b7e96-9060-4d5a-8bef-1a8b6ab230ec
Thomas Bryant,2019-20,33,1.360,30,1.200,2426,14bd79e9-4e2e-4f94-aea7-473843776936
Paul Pierce,2013-14,33,0.731,32,0.688,4514,ff41a038-89ef-11e6-abdf-a45e60e298d3
Nikola Vucevic,2014-15,33,0.670,31,1.032,4923,ff4220dc-89ef-11e6-83c6-a45e60e298d3
Jeff Green,2021-22,33,0.828,31,0.806,3985,ff4177f3-89ef-11e6-95d8-a45e60e298d3
Saddiq Bey,2021-22,33,0.601,28,1.071,5490,1f4d9f39-fab7-4dd9-ac16-4cf6a2e0536e
Joey Dorsey,2014-15,33,1.905,32,0.563,1732,ff42ac14-89ef-11e6-94ac-a45e60e298d3
Marvin Bagley III,2018-19,33,0.991,32,1.000,3329,4741eab0-ea4a-4b05-be5b-1739cb2610bd
Enes Freedom,2018-19,33,0.776,32,1.125,4252,ff41d597-89ef-11e6-99f9-a45e60e298d3
John Henson,2013-14,33,0.971,30,1.100,3400,ff429917-89ef-11e6-97c2-a45e60e298d3
Ivica Zubac,2018-19,32,1.394,28,1.143,2296,4364572d-1c61-49fe-a083-495a2ebe45d5
Tristan Thompson,2018-19,32,1.351,31,1.065,2369,ff41f1fa-89ef-11e6-a048-a45e60e298d3
Brook Lopez,2015-16,32,0.667,30,1.100,4798,ff423f0c-89ef-11e6-99c1-a45e60e298d3
Christian Wood,2019-20,32,1.209,31,1.129,2646,ff4290f8-89ef-11e6-8dd1-a45e60e298d3
