Screener Defender,Season,Picks,Picks Per 100 Possessions,Possessions,Points Per Chance,Possessions (Total),SSI Player ID
Steven Adams,2018-19,2797,46.586,2279,0.970,6004,ff420623-89ef-11e6-9b37-a45e60e298d3
Marc Gasol,2018-19,2525,40.271,2091,0.888,6270,ff420730-89ef-11e6-bafd-a45e60e298d3
Nikola Jokic,2019-20,2417,40.567,2042,0.993,5958,ff41306e-89ef-11e6-8903-a45e60e298d3
Nikola Jokic,2018-19,2393,39.397,2013,0.954,6074,ff41306e-89ef-11e6-8903-a45e60e298d3
Marcin Gortat,2016-17,2285,38.578,1873,0.946,5923,ff4206b0-89ef-11e6-a91d-a45e60e298d3
Andre Drummond,2015-16,2178,39.745,1818,0.918,5480,ff415268-89ef-11e6-a137-a45e60e298d3
Brook Lopez,2018-19,2163,36.936,1859,0.896,5856,ff423f0c-89ef-11e6-99c1-a45e60e298d3
Jonas Valanciunas,2021-22,2161,44.192,1746,0.991,4890,ff429666-89ef-11e6-a005-a45e60e298d3
DeAndre Jordan,2014-15,2115,32.649,1795,0.871,6478,ff401ff8-89ef-11e6-99ab-a45e60e298d3
LaMarcus Aldridge,2018-19,2083,35.329,1745,0.932,5896,ff4291dc-89ef-11e6-8416-a45e60e298d3
Andre Drummond,2018-19,2072,37.086,1744,0.963,5587,ff415268-89ef-11e6-a137-a45e60e298d3
Rudy Gobert,2016-17,2068,36.745,1734,0.888,5628,ff42a142-89ef-11e6-8c3b-a45e60e298d3
DeAndre Jordan,2013-14,2051,31.892,1691,0.835,6431,ff401ff8-89ef-11e6-99ab-a45e60e298d3
Joel Embiid,2021-22,2045,38.724,1687,0.942,5281,ff42281e-89ef-11e6-8097-a45e60e298d3
Nikola Jokic,2020-21,2036,35.870,1730,0.984,5676,ff41306e-89ef-11e6-8903-a45e60e298d3
Steven Adams,2017-18,2029,37.968,1662,0.896,5344,ff420623-89ef-11e6-9b37-a45e60e298d3
Karl-Anthony Towns,2017-18,2025,33.421,1715,0.961,6059,ff417a73-89ef-11e6-a33e-a45e60e298d3
DeAndre Jordan,2015-16,2012,36.233,1703,0.843,5553,ff401ff8-89ef-11e6-99ab-a45e60e298d3
Nikola Vucevic,2018-19,1995,38.036,1692,1.005,5245,ff4220dc-89ef-11e6-83c6-a45e60e298d3
Nikola Vucevic,2021-22,1987,37.725,1654,0.959,5267,ff4220dc-89ef-11e6-83c6-a45e60e298d3
Deandre Ayton,2020-21,1975,34.040,1685,0.947,5802,cc834b28-2371-40e2-a29e-68e58259ed63
DeAndre Jordan,2016-17,1962,35.048,1652,0.861,5598,ff401ff8-89ef-11e6-99ab-a45e60e298d3
Pau Gasol,2014-15,1949,33.650,1697,0.854,5792,ff4292c5-89ef-11e6-9469-a45e60e298d3
Andre Drummond,2017-18,1945,37.218,1620,0.931,5226,ff415268-89ef-11e6-a137-a45e60e298d3
Hassan Whiteside,2015-16,1941,41.922,1639,0.850,4630,ff425d2b-89ef-11e6-8e2c-a45e60e298d3
Rudy Gobert,2019-20,1928,36.598,1637,0.860,5268,ff42a142-89ef-11e6-8c3b-a45e60e298d3
Marc Gasol,2016-17,1926,36.686,1586,0.896,5250,ff420730-89ef-11e6-bafd-a45e60e298d3
Marcin Gortat,2013-14,1918,33.655,1563,0.782,5699,ff4206b0-89ef-11e6-a91d-a45e60e298d3
Rudy Gobert,2018-19,1916,34.779,1628,0.871,5509,ff42a142-89ef-11e6-8c3b-a45e60e298d3
Marcin Gortat,2014-15,1902,35.216,1573,0.848,5401,ff4206b0-89ef-11e6-a91d-a45e60e298d3
Myles Turner,2016-17,1896,35.957,1611,0.880,5273,ff41bc78-89ef-11e6-a5bf-a45e60e298d3
Joel Embiid,2018-19,1890,36.749,1578,0.924,5143,ff42281e-89ef-11e6-8097-a45e60e298d3
Dwight Howard,2017-18,1889,37.894,1592,0.946,4985,ff418bd7-89ef-11e6-9e3d-a45e60e298d3
Nikola Jokic,2021-22,1888,35.054,1629,0.939,5386,ff41306e-89ef-11e6-8903-a45e60e298d3
Brook Lopez,2020-21,1867,34.813,1606,0.968,5363,ff423f0c-89ef-11e6-99c1-a45e60e298d3
Al Jefferson,2013-14,1847,37.245,1537,0.881,4959,ff42d721-89ef-11e6-a9ef-a45e60e298d3
Steven Adams,2016-17,1847,35.829,1534,0.943,5155,ff420623-89ef-11e6-9b37-a45e60e298d3
Andre Drummond,2016-17,1840,39.132,1529,0.974,4702,ff415268-89ef-11e6-a137-a45e60e298d3
Brook Lopez,2015-16,1825,38.037,1550,0.938,4798,ff423f0c-89ef-11e6-99c1-a45e60e298d3
Marc Gasol,2014-15,1825,30.985,1551,0.880,5890,ff420730-89ef-11e6-bafd-a45e60e298d3
Robin Lopez,2013-14,1811,31.733,1549,0.830,5707,ff425eb3-89ef-11e6-9fb5-a45e60e298d3
Myles Turner,2018-19,1808,39.912,1523,0.948,4530,ff41bc78-89ef-11e6-a5bf-a45e60e298d3
Dwight Howard,2015-16,1805,36.935,1488,0.899,4887,ff418bd7-89ef-11e6-9e3d-a45e60e298d3
Marcin Gortat,2017-18,1797,40.482,1473,0.931,4439,ff4206b0-89ef-11e6-a91d-a45e60e298d3
Marc Gasol,2017-18,1788,39.540,1450,0.962,4522,ff420730-89ef-11e6-bafd-a45e60e298d3
Hassan Whiteside,2016-17,1788,36.475,1510,0.899,4902,ff425d2b-89ef-11e6-8e2c-a45e60e298d3
Willie Cauley-Stein,2018-19,1781,37.645,1472,0.931,4731,ff402fd4-89ef-11e6-b6dd-a45e60e298d3
Tim Duncan,2013-14,1769,31.725,1534,0.861,5576,ff42a05c-89ef-11e6-a675-a45e60e298d3
Roy Hibbert,2013-14,1767,32.280,1490,0.834,5474,ff41b07a-89ef-11e6-826c-a45e60e298d3
Marcin Gortat,2015-16,1753,38.418,1453,0.866,4563,ff4206b0-89ef-11e6-a91d-a45e60e298d3
Al Horford,2015-16,1750,29.446,1472,0.870,5943,ff427c2e-89ef-11e6-8d2a-a45e60e298d3
Dwight Howard,2013-14,1748,34.525,1433,0.845,5063,ff418bd7-89ef-11e6-9e3d-a45e60e298d3
Dwight Howard,2016-17,1737,36.879,1457,0.912,4710,ff418bd7-89ef-11e6-9e3d-a45e60e298d3
Nikola Vucevic,2016-17,1732,39.844,1497,0.873,4347,ff4220dc-89ef-11e6-83c6-a45e60e298d3
Brook Lopez,2019-20,1728,37.945,1433,0.925,4554,ff423f0c-89ef-11e6-99c1-a45e60e298d3
Robin Lopez,2016-17,1724,36.364,1482,0.930,4741,ff425eb3-89ef-11e6-9fb5-a45e60e298d3
Brook Lopez,2014-15,1723,38.520,1439,0.873,4473,ff423f0c-89ef-11e6-99c1-a45e60e298d3
Steven Adams,2015-16,1694,33.229,1419,0.842,5098,ff420623-89ef-11e6-9b37-a45e60e298d3
Rudy Gobert,2017-18,1678,38.870,1397,0.883,4317,ff42a142-89ef-11e6-8c3b-a45e60e298d3
John Henson,2017-18,1678,42.524,1367,0.872,3946,ff429917-89ef-11e6-97c2-a45e60e298d3
Serge Ibaka,2018-19,1676,32.869,1424,0.888,5099,ff41e09c-89ef-11e6-a26f-a45e60e298d3
Clint Capela,2017-18,1662,33.154,1435,0.941,5013,ff414a2b-89ef-11e6-a46a-a45e60e298d3
Greg Monroe,2015-16,1662,36.729,1355,0.931,4525,ff4279b8-89ef-11e6-9faa-a45e60e298d3
Deandre Ayton,2018-19,1651,36.543,1374,0.927,4518,cc834b28-2371-40e2-a29e-68e58259ed63
Joel Embiid,2020-21,1639,40.771,1368,0.899,4020,ff42281e-89ef-11e6-8097-a45e60e298d3
Clint Capela,2018-19,1633,31.549,1407,0.928,5176,ff414a2b-89ef-11e6-a46a-a45e60e298d3
DeAndre Jordan,2017-18,1629,33.804,1391,0.941,4819,ff401ff8-89ef-11e6-99ab-a45e60e298d3
Robin Lopez,2015-16,1625,38.244,1395,0.909,4249,ff425eb3-89ef-11e6-9fb5-a45e60e298d3
Nikola Vucevic,2019-20,1622,36.141,1361,0.982,4488,ff4220dc-89ef-11e6-83c6-a45e60e298d3
Brook Lopez,2016-17,1622,34.972,1391,0.934,4638,ff423f0c-89ef-11e6-99c1-a45e60e298d3
Rudy Gobert,2020-21,1621,30.923,1394,0.854,5242,ff42a142-89ef-11e6-8c3b-a45e60e298d3
Nikola Vucevic,2020-21,1611,33.816,1392,0.989,4764,ff4220dc-89ef-11e6-83c6-a45e60e298d3
Steven Adams,2021-22,1609,37.410,1364,0.987,4301,ff420623-89ef-11e6-9b37-a45e60e298d3
Andre Drummond,2014-15,1606,33.437,1378,0.914,4803,ff415268-89ef-11e6-a137-a45e60e298d3
Pau Gasol,2015-16,1603,35.301,1386,0.824,4541,ff4292c5-89ef-11e6-9469-a45e60e298d3
Al Horford,2014-15,1600,29.022,1352,0.878,5513,ff427c2e-89ef-11e6-8d2a-a45e60e298d3
Karl-Anthony Towns,2021-22,1594,28.133,1340,0.989,5666,ff417a73-89ef-11e6-a33e-a45e60e298d3
Al Horford,2018-19,1590,33.967,1336,0.932,4681,ff427c2e-89ef-11e6-8d2a-a45e60e298d3
Jonas Valanciunas,2014-15,1578,37.367,1356,0.885,4223,ff429666-89ef-11e6-a005-a45e60e298d3
Jakob Poeltl,2021-22,1578,38.273,1331,0.979,4123,ca6b7e96-9060-4d5a-8bef-1a8b6ab230ec
Karl-Anthony Towns,2018-19,1565,29.832,1344,0.894,5246,ff417a73-89ef-11e6-a33e-a45e60e298d3
Ian Mahinmi,2015-16,1564,39.218,1270,0.835,3988,ff4231c5-89ef-11e6-9db4-a45e60e298d3
Joel Embiid,2017-18,1564,36.423,1309,0.854,4294,ff42281e-89ef-11e6-8097-a45e60e298d3
Rudy Gobert,2021-22,1556,33.680,1279,0.907,4620,ff42a142-89ef-11e6-8c3b-a45e60e298d3
Greg Monroe,2016-17,1556,40.521,1263,0.902,3840,ff4279b8-89ef-11e6-9faa-a45e60e298d3
Enes Freedom,2018-19,1542,36.265,1332,1.030,4252,ff41d597-89ef-11e6-99f9-a45e60e298d3
Montrezl Harrell,2018-19,1537,31.528,1301,0.964,4875,ff42b4e8-89ef-11e6-a75d-a45e60e298d3
Nikola Vucevic,2014-15,1531,31.099,1302,0.925,4923,ff4220dc-89ef-11e6-83c6-a45e60e298d3
Jonas Valanciunas,2016-17,1528,34.886,1281,0.934,4380,ff429666-89ef-11e6-a005-a45e60e298d3
Ivica Zubac,2020-21,1526,40.042,1287,1.002,3811,4364572d-1c61-49fe-a083-495a2ebe45d5
Nikola Jokic,2017-18,1514,31.555,1254,0.949,4798,ff41306e-89ef-11e6-8903-a45e60e298d3
Andre Drummond,2013-14,1511,30.190,1262,0.930,5005,ff415268-89ef-11e6-a137-a45e60e298d3
Chris Bosh,2013-14,1506,25.521,1214,0.846,5901,ff41dff8-89ef-11e6-a60d-a45e60e298d3
Al Jefferson,2014-15,1499,39.385,1280,0.915,3806,ff42d721-89ef-11e6-a9ef-a45e60e298d3
Bismack Biyombo,2015-16,1493,34.290,1241,0.858,4354,ff401757-89ef-11e6-994b-a45e60e298d3
Jusuf Nurkic,2017-18,1490,35.740,1273,0.892,4169,ff42622b-89ef-11e6-9088-a45e60e298d3
Deandre Ayton,2021-22,1481,34.562,1245,0.902,4285,cc834b28-2371-40e2-a29e-68e58259ed63
DeAndre Jordan,2018-19,1481,35.312,1265,0.948,4194,ff401ff8-89ef-11e6-99ab-a45e60e298d3
JaVale McGee,2018-19,1480,41.468,1254,0.902,3569,ff41d4eb-89ef-11e6-8055-a45e60e298d3
Andrew Bogut,2014-15,1476,36.607,1214,0.862,4032,ff421e2b-89ef-11e6-a705-a45e60e298d3
Jusuf Nurkic,2018-19,1472,35.876,1222,0.901,4103,ff42622b-89ef-11e6-9088-a45e60e298d3
